sample_date,sample_id,state,location_type,water_source,season,ph,turbidity_ntu,tds_mg_l,dissolved_oxygen_mg_l,bod_mg_l,fecal_coliform_mpn,total_coliform_mpn,nitrate_mg_l,fluoride_mg_l,chloride_mg_l,hardness_mg_l,temperature_c,arsenic_ug_l,iron_mg_l,population_served,sanitation_access_percent,cholera_outbreak,typhoid_outbreak,dysentery_outbreak,hepatitis_a_outbreak,overall_outbreak
2023-07-28 23:43:34.974331624,WQ004295,Meghalaya,Urban,Stream,Post-Monsoon,6.91,5.91,246.68,8.14,9.0,53.58,150.32,5.23,0.1,5.67,60.45,22.56,5.4,0.77,100,40,0,0,0,0,0
2023-07-29 00:53:40.054670312,WQ004296,Assam,Rural,Spring,Post-Monsoon,6.89,0.7,333.1,6.79,0.5,8.01,21.48,5.66,0.03,5.0,48.2,30.22,3.74,0.11,100,40,0,0,0,0,0
2023-07-29 02:03:45.135009000,WQ004297,Assam,Rural,Hand Pump,Monsoon,6.75,47.33,592.87,7.43,1.16,30.53,79.05,6.04,0.25,80.64,157.5,25.79,48.89,0.01,2000,40,0,0,0,1,1
2023-07-29 03:13:50.215347692,WQ004298,Assam,Rural,Hand Pump,Monsoon,7.54,8.46,396.87,8.45,1.87,142.69,451.93,1.6,0.61,42.03,64.86,30.34,4.06,1.04,100,20,1,1,1,1,1
2023-07-29 04:23:55.295686380,WQ004299,Meghalaya,Rural,Well,Pre-Monsoon,8.25,3.53,500.62,6.54,1.41,6.59,13.87,1.24,0.13,80.02,122.21,27.15,15.73,0.65,50,40,0,1,0,1,1
2023-07-29 05:34:00.376025068,WQ004300,Nagaland,Rural,Well,Monsoon,6.39,4.87,124.37,3.48,0.95,84.69,253.26,5.85,1.54,58.99,31.57,24.75,7.53,0.26,50,60,1,1,0,0,1
2023-07-29 06:44:05.456363760,WQ004301,Assam,Rural,Pond,Pre-Monsoon,6.13,10.62,322.37,8.06,4.27,86.87,296.82,0.9,0.01,38.24,137.11,29.4,1.37,0.85,200,100,1,1,0,0,1
2023-07-29 07:54:10.536702448,WQ004302,Arunachal Pradesh,Rural,Stream,Post-Monsoon,6.34,0.1,210.01,6.53,7.18,28.06,81.42,6.66,0.27,24.4,72.13,21.44,13.78,1.82,200,80,0,0,0,0,0
2023-07-29 09:04:15.617041136,WQ004303,Manipur,Urban,River,Monsoon,8.16,1.96,277.29,7.27,5.55,69.27,176.43,31.94,0.18,36.5,157.17,22.07,0.47,1.36,500,60,0,0,0,0,0
2023-07-29 10:14:20.697379824,WQ004304,Nagaland,Rural,Spring,Post-Monsoon,8.18,4.45,242.68,7.73,0.5,16.21,53.25,9.62,0.5,37.46,153.17,22.93,9.92,0.98,100,60,0,0,0,0,0
2023-07-29 11:24:25.777718516,WQ004305,Mizoram,Rural,Pond,Post-Monsoon,6.13,24.16,530.51,5.78,2.79,103.7,218.28,0.12,1.43,9.13,93.08,26.16,0.76,0.23,1000,20,1,1,1,1,1
2023-07-29 12:34:30.858057204,WQ004306,Assam,Rural,Well,Monsoon,7.93,0.63,450.37,5.77,1.86,98.16,317.75,7.41,0.21,58.34,90.15,25.67,1.54,0.75,100,20,1,1,0,1,1
2023-07-29 13:44:35.938395892,WQ004307,Tripura,Rural,River,Pre-Monsoon,6.43,0.45,244.25,3.31,11.31,26.02,80.87,1.28,0.27,5.0,38.31,25.14,3.64,0.5,100,20,0,0,0,0,0
2023-07-29 14:54:41.018734584,WQ004308,Nagaland,Rural,Hand Pump,Post-Monsoon,7.53,8.78,284.95,1.92,2.78,20.66,42.06,6.92,1.24,91.14,117.56,26.2,3.38,0.84,200,80,0,0,0,0,0
2023-07-29 16:04:46.099073272,WQ004309,Mizoram,Urban,River,Monsoon,6.03,23.27,400.8,4.66,0.7,5.91,14.76,40.31,1.1,47.79,32.54,23.27,0.78,0.08,100,60,0,0,1,0,1
2023-07-29 17:14:51.179411960,WQ004310,Mizoram,Rural,Well,Monsoon,8.33,39.77,474.69,8.42,0.5,1.38,4.13,32.45,0.07,5.0,80.1,27.93,5.07,0.81,100,80,0,1,0,0,1
2023-07-29 18:24:56.259750652,WQ004311,Assam,Rural,River,Pre-Monsoon,6.54,6.02,495.74,4.94,0.5,12.82,27.47,6.06,0.69,34.74,155.52,33.0,1.89,0.98,50,80,0,0,0,0,0
2023-07-29 19:35:01.340089340,WQ004312,Arunachal Pradesh,Rural,Hand Pump,Post-Monsoon,6.16,3.62,438.92,5.49,0.94,1.08,2.56,28.2,0.4,58.12,73.92,24.4,1.35,0.34,50,40,0,0,0,0,0
2023-07-29 20:45:06.420428028,WQ004313,Assam,Rural,River,Pre-Monsoon,6.63,4.2,603.98,5.38,4.24,111.22,328.53,0.72,1.45,26.61,17.79,22.87,0.04,0.21,50,60,1,1,0,0,1
2023-07-29 21:55:11.500766720,WQ004314,Arunachal Pradesh,Rural,Hand Pump,Monsoon,8.7,9.88,409.75,7.48,2.94,1.21,2.74,1.84,0.21,38.68,73.12,25.31,18.8,1.51,100,20,0,0,0,0,0
2023-07-29 23:05:16.581105408,WQ004315,Arunachal Pradesh,Rural,Hand Pump,Winter,7.21,25.42,287.71,3.13,2.2,105.66,221.65,2.34,0.58,5.71,133.8,20.87,1.83,1.78,500,80,1,1,0,0,1
2023-07-30 00:15:21.661444096,WQ004316,Assam,Urban,Well,Post-Monsoon,6.18,3.35,235.93,7.13,4.48,38.57,127.12,0.61,1.55,5.0,140.22,20.64,4.42,0.21,200,40,0,0,0,0,0
2023-07-30 01:25:26.741782788,WQ004317,Manipur,Rural,River,Post-Monsoon,6.37,0.71,198.87,5.13,4.46,3.95,9.8,10.49,0.33,63.12,43.58,27.14,3.94,0.06,50,60,0,0,0,0,0
2023-07-30 02:35:31.822121476,WQ004318,Assam,Urban,River,Post-Monsoon,5.6,2.39,180.63,5.46,0.62,10.27,22.15,9.56,0.64,29.95,56.3,22.69,1.27,1.39,200,60,0,0,0,0,0
2023-07-30 03:45:36.902460164,WQ004319,Meghalaya,Urban,Stream,Pre-Monsoon,7.43,22.55,444.45,7.12,5.55,133.48,305.92,9.59,0.93,39.15,105.38,20.97,26.15,0.48,100,20,1,1,1,1,1
2023-07-30 04:55:41.982798852,WQ004320,Tripura,Urban,Well,Winter,6.0,3.91,572.72,5.37,6.27,0.15,0.31,3.35,0.45,5.0,106.14,21.84,0.17,1.15,2000,60,0,0,0,0,0
2023-07-30 06:05:47.063137544,WQ004321,Nagaland,Rural,Hand Pump,Monsoon,7.48,6.65,364.66,6.08,9.38,1.61,5.58,11.7,0.27,25.7,95.83,29.1,1.11,0.44,500,60,0,0,0,0,0
2023-07-30 07:15:52.143476232,WQ004322,Arunachal Pradesh,Urban,River,Post-Monsoon,7.63,2.61,605.93,4.26,10.78,75.66,167.99,0.54,0.36,29.59,28.86,18.96,7.94,0.4,100,60,0,0,0,0,0
2023-07-30 08:25:57.223814920,WQ004323,Manipur,Rural,Pond,Pre-Monsoon,6.92,0.1,353.85,7.87,6.65,71.71,188.5,2.86,0.44,32.93,64.03,23.45,13.05,0.68,100,20,1,1,0,1,1
2023-07-30 09:36:02.304153612,WQ004324,Tripura,Rural,Pond,Winter,7.99,7.02,434.97,5.72,3.98,7.51,15.63,32.72,0.16,30.98,50.31,18.09,6.21,0.07,500,40,0,0,0,0,0
2023-07-30 10:46:07.384492300,WQ004325,Mizoram,Rural,Well,Post-Monsoon,7.74,9.02,128.48,7.5,0.5,58.32,143.58,0.16,0.17,37.52,57.6,29.24,2.69,0.3,100,60,0,0,0,0,0
2023-07-30 11:56:12.464830988,WQ004326,Arunachal Pradesh,Urban,Stream,Pre-Monsoon,7.13,3.05,463.71,6.81,5.4,18.45,63.69,1.47,1.85,60.71,52.32,22.83,4.27,1.07,200,60,0,0,0,0,0
2023-07-30 13:06:17.545169680,WQ004327,Assam,Rural,Pond,Winter,6.39,14.43,260.8,7.34,1.97,60.76,140.01,38.72,0.96,68.17,70.48,19.21,3.54,0.31,100,60,0,1,0,0,1
2023-07-30 14:16:22.625508368,WQ004328,Arunachal Pradesh,Rural,Pond,Winter,7.33,9.51,466.28,7.34,1.1,200.53,508.95,18.11,0.36,38.31,134.66,18.83,6.8,0.1,50,40,1,1,1,1,1
2023-07-30 15:26:27.705847056,WQ004329,Assam,Rural,Spring,Monsoon,6.93,16.07,529.64,9.59,0.93,1.95,5.77,13.79,0.62,50.24,143.39,31.29,9.13,0.1,200,60,1,0,0,0,1
2023-07-30 16:36:32.786185748,WQ004330,Mizoram,Rural,Well,Monsoon,6.99,21.29,392.67,7.35,2.74,150.28,444.77,34.35,0.5,82.33,72.96,27.26,16.5,1.74,50,20,1,1,1,1,1
2023-07-30 17:46:37.866524436,WQ004331,Assam,Rural,Spring,Post-Monsoon,7.06,10.27,410.65,6.88,1.36,52.02,155.97,2.15,0.3,70.1,99.38,24.77,39.01,2.66,2000,20,0,0,0,0,0
2023-07-30 18:56:42.946863124,WQ004332,Assam,Urban,River,Winter,7.26,5.24,366.59,9.53,2.64,7.7,21.78,6.84,0.16,53.82,80.49,22.16,3.12,0.33,50,20,0,0,0,0,0
2023-07-30 20:06:48.027201816,WQ004333,Meghalaya,Rural,Well,Pre-Monsoon,7.24,3.55,439.54,5.81,0.82,17.77,53.22,2.11,0.37,5.0,150.74,24.77,0.09,0.94,500,100,0,0,0,0,0
2023-07-30 21:16:53.107540504,WQ004334,Nagaland,Urban,Well,Monsoon,7.69,2.35,612.23,6.29,2.09,61.05,189.85,14.88,0.08,32.12,146.79,24.66,4.29,0.91,100,40,0,1,0,0,1
2023-07-30 22:26:58.187879192,WQ004335,Meghalaya,Rural,Well,Post-Monsoon,5.98,3.63,351.61,7.03,1.8,9.2,22.12,20.87,0.8,5.0,73.56,23.82,2.36,0.28,200,40,0,0,0,0,0
2023-07-30 23:37:03.268217880,WQ004336,Assam,Urban,Hand Pump,Monsoon,5.8,13.98,373.08,4.53,2.36,21.33,53.16,21.79,0.44,5.0,120.98,28.82,31.23,0.84,200,60,0,0,0,0,0
2023-07-31 00:47:08.348556572,WQ004337,Nagaland,Rural,River,Pre-Monsoon,7.06,20.68,101.01,7.26,0.67,25.45,52.54,6.16,0.08,87.77,155.43,27.0,2.64,0.31,50,60,0,0,0,0,0
2023-07-31 01:57:13.428895260,WQ004338,Arunachal Pradesh,Rural,Spring,Pre-Monsoon,6.39,1.18,409.09,6.63,0.5,31.64,64.63,17.2,1.37,5.0,84.17,26.06,4.71,1.74,2000,60,0,0,0,0,0
2023-07-31 03:07:18.509233948,WQ004339,Meghalaya,Rural,Hand Pump,Pre-Monsoon,7.17,9.9,240.64,4.63,9.7,15.8,52.66,34.48,0.26,5.0,46.06,21.44,10.99,0.28,500,60,0,0,0,0,0
2023-07-31 04:17:23.589572640,WQ004340,Assam,Rural,Spring,Winter,6.11,1.93,322.3,7.17,0.5,110.4,354.55,10.61,0.53,51.51,152.14,18.03,13.83,0.35,100,20,1,1,0,1,1
2023-07-31 05:27:28.669911328,WQ004341,Meghalaya,Rural,River,Pre-Monsoon,6.24,22.03,416.83,1.0,0.5,6.15,16.29,21.07,0.84,95.32,162.33,28.05,2.5,0.12,200,20,0,1,0,1,1
2023-07-31 06:37:33.750250016,WQ004342,Assam,Rural,Hand Pump,Monsoon,8.25,15.81,123.76,6.35,7.41,28.72,71.67,16.45,0.32,30.84,95.8,28.86,2.69,0.72,100,100,0,0,0,0,0
2023-07-31 07:47:38.830588708,WQ004343,Mizoram,Rural,Well,Pre-Monsoon,6.82,3.97,415.19,5.59,1.37,51.4,105.29,4.22,0.97,35.55,154.91,30.03,1.87,1.28,500,60,0,0,0,0,0
2023-07-31 08:57:43.910927396,WQ004344,Mizoram,Rural,Hand Pump,Monsoon,5.66,7.45,385.16,5.68,0.5,68.13,151.02,26.89,3.5,37.27,45.36,26.44,3.93,0.36,50,80,0,0,0,0,0
2023-07-31 10:07:48.991266084,WQ004345,Nagaland,Rural,Pond,Post-Monsoon,6.91,1.58,448.45,6.52,1.55,12.48,29.49,20.44,1.07,80.23,91.73,24.13,0.55,0.48,2000,60,0,0,0,0,0
2023-07-31 11:17:54.071604776,WQ004346,Meghalaya,Rural,Stream,Pre-Monsoon,7.83,8.77,260.61,9.76,3.47,11.65,34.06,3.03,1.95,20.24,42.45,28.06,2.34,0.71,1000,80,0,0,0,0,0
2023-07-31 12:27:59.151943464,WQ004347,Mizoram,Rural,Stream,Post-Monsoon,7.96,7.07,505.76,7.82,2.62,23.75,58.83,0.86,0.18,38.87,103.83,22.16,1.01,0.3,50,60,0,0,0,0,0
2023-07-31 13:38:04.232282152,WQ004348,Tripura,Rural,Pond,Winter,5.83,15.46,392.69,4.28,2.54,63.15,209.01,7.83,0.4,5.0,109.75,16.79,2.41,0.15,200,80,0,1,0,0,1
2023-07-31 14:48:09.312620844,WQ004349,Mizoram,Rural,Hand Pump,Pre-Monsoon,6.39,6.37,250.55,3.21,17.21,17.29,34.81,2.48,0.67,34.41,145.88,23.95,8.78,1.1,200,40,0,0,0,0,0
2023-07-31 15:58:14.392959532,WQ004350,Nagaland,Urban,Stream,Winter,7.18,1.3,158.28,7.26,2.35,0.34,1.11,7.46,2.56,66.21,96.75,19.89,1.91,0.58,100,80,0,0,0,0,0
2023-07-31 17:08:19.473298220,WQ004351,Mizoram,Rural,Well,Monsoon,6.57,20.1,274.2,5.87,0.62,20.11,41.78,22.96,0.42,39.04,115.86,22.85,5.93,0.43,200,80,0,0,0,0,0
2023-07-31 18:18:24.553636908,WQ004352,Nagaland,Rural,Well,Post-Monsoon,5.72,14.77,471.9,6.14,1.45,7.69,21.32,0.81,0.75,83.2,15.0,23.38,11.42,0.03,50,80,0,0,0,0,0
2023-07-31 19:28:29.633975600,WQ004353,Meghalaya,Rural,Hand Pump,Monsoon,5.45,81.42,412.37,6.09,3.87,2.64,8.48,1.71,0.88,52.56,21.05,23.81,3.34,0.61,100,20,0,1,1,0,1
2023-07-31 20:38:34.714314288,WQ004354,Arunachal Pradesh,Rural,River,Monsoon,5.75,20.22,50.0,10.24,2.29,34.48,105.69,2.07,0.13,75.46,162.64,26.66,11.85,1.55,50,40,0,1,1,1,1
2023-07-31 21:48:39.794652976,WQ004355,Tripura,Rural,Hand Pump,Post-Monsoon,5.58,2.39,303.38,1.25,1.89,2.75,9.44,20.04,0.03,5.0,134.26,28.17,5.71,0.42,1000,60,0,0,0,0,0
2023-07-31 22:58:44.874991668,WQ004356,Nagaland,Rural,Hand Pump,Monsoon,6.23,14.58,367.55,6.13,1.46,6.78,18.06,1.0,0.29,5.0,15.0,22.43,1.43,0.49,100,60,0,0,0,0,0
2023-08-01 00:08:49.955330356,WQ004357,Assam,Rural,Pond,Monsoon,7.56,12.66,617.32,4.72,10.1,294.47,879.95,4.09,0.42,51.21,15.0,24.92,1.85,0.35,2000,40,1,1,1,1,1
2023-08-01 01:18:55.035669044,WQ004358,Nagaland,Urban,Spring,Monsoon,6.07,12.55,530.29,6.39,4.57,67.57,183.12,0.43,0.05,13.33,85.67,25.03,3.72,0.09,100,40,0,1,0,0,1
2023-08-01 02:29:00.116007736,WQ004359,Nagaland,Rural,Well,Pre-Monsoon,7.87,0.57,325.0,6.42,3.74,24.31,71.38,16.28,0.04,53.57,57.03,27.0,0.71,0.08,100,100,0,0,0,0,0
2023-08-01 03:39:05.196346424,WQ004360,Assam,Rural,Stream,Monsoon,6.62,3.79,375.36,6.08,2.05,19.63,41.12,11.26,1.61,55.55,31.7,27.88,7.91,0.18,50,60,0,0,0,0,0
2023-08-01 04:49:10.276685112,WQ004361,Assam,Rural,River,Pre-Monsoon,6.85,5.2,159.23,3.33,2.2,10.44,32.33,2.24,0.44,87.93,110.25,22.77,0.58,0.23,2000,60,0,0,0,0,0
2023-08-01 05:59:15.357023804,WQ004362,Nagaland,Urban,Stream,Post-Monsoon,5.67,11.2,50.0,7.58,1.46,13.91,43.31,2.88,0.06,5.0,167.34,25.33,2.22,0.75,200,80,0,0,0,0,0
2023-08-01 07:09:20.437362492,WQ004363,Manipur,Rural,River,Pre-Monsoon,7.94,1.4,294.43,4.91,0.7,2.74,7.44,1.39,0.28,5.0,103.66,26.44,0.44,0.98,50,20,0,0,0,0,0
2023-08-01 08:19:25.517701180,WQ004364,Tripura,Rural,Pond,Monsoon,6.69,3.14,490.44,3.17,3.72,120.82,288.11,7.92,0.27,63.25,65.57,24.04,4.13,0.32,200,80,1,1,0,0,1
2023-08-01 09:29:30.598039868,WQ004365,Assam,Rural,Pond,Post-Monsoon,5.72,9.99,375.34,7.47,0.5,35.35,76.82,1.14,0.2,13.35,117.26,27.78,10.56,0.34,50,60,0,0,0,0,0
2023-08-01 10:39:35.678378560,WQ004366,Nagaland,Rural,Well,Post-Monsoon,7.31,8.21,245.14,8.21,10.05,92.61,265.44,2.02,0.65,101.87,157.54,26.24,3.18,1.0,100,40,0,1,0,0,1
2023-08-01 11:49:40.758717248,WQ004367,Assam,Urban,Stream,Pre-Monsoon,6.53,4.65,477.74,9.63,8.77,14.7,46.07,7.56,0.19,86.08,109.36,23.84,3.97,0.62,100,40,0,0,0,0,0
2023-08-01 12:59:45.839055936,WQ004368,Meghalaya,Rural,River,Post-Monsoon,7.05,0.36,601.07,1.9,4.48,60.25,155.91,14.59,1.07,29.42,57.09,23.35,2.61,0.39,500,80,0,0,0,0,0
2023-08-01 14:09:50.919394628,WQ004369,Assam,Rural,Spring,Monsoon,6.79,11.2,141.54,6.02,3.07,17.79,61.84,3.64,1.35,93.1,124.18,30.64,1.25,0.67,1000,60,0,0,0,0,0
2023-08-01 15:19:55.999733316,WQ004370,Assam,Rural,Spring,Post-Monsoon,7.97,12.61,342.64,9.52,2.95,137.8,304.82,2.78,1.06,71.72,157.31,26.09,3.77,2.01,50,60,0,1,0,0,1
2023-08-01 16:30:01.080072004,WQ004371,Assam,Rural,Stream,Monsoon,5.7,0.19,275.41,6.85,3.82,30.77,75.38,15.46,0.53,98.33,52.57,27.44,7.27,0.11,500,40,0,0,0,0,0
2023-08-01 17:40:06.160410696,WQ004372,Meghalaya,Rural,Hand Pump,Pre-Monsoon,7.46,0.76,356.21,4.07,6.91,104.47,266.97,3.21,0.68,13.45,39.0,23.13,0.32,0.92,1000,40,0,1,0,0,1
2023-08-01 18:50:11.240749384,WQ004373,Assam,Rural,Stream,Monsoon,7.66,29.0,286.14,8.03,2.04,120.64,360.36,12.93,0.6,23.2,69.03,27.18,6.18,1.53,100,40,1,1,1,1,1
2023-08-01 20:00:16.321088072,WQ004374,Meghalaya,Rural,Stream,Post-Monsoon,9.0,5.21,740.86,4.63,0.52,7.98,16.18,7.98,0.08,26.54,35.02,33.0,23.69,0.47,1000,60,0,0,0,0,0
2023-08-01 21:10:21.401426764,WQ004375,Tripura,Rural,River,Pre-Monsoon,7.84,7.6,333.28,2.71,0.5,87.5,245.97,7.76,0.02,36.97,98.25,26.67,3.82,0.14,50,80,1,0,0,1,1
2023-08-01 22:20:26.481765452,WQ004376,Tripura,Rural,Hand Pump,Winter,7.29,9.57,392.03,6.97,2.1,3.3,9.81,7.24,2.06,61.85,40.63,20.33,2.05,0.44,50,60,0,0,0,0,0
2023-08-01 23:30:31.562104140,WQ004377,Meghalaya,Rural,River,Winter,7.22,2.5,373.47,3.91,2.95,7.4,22.96,0.91,0.69,85.09,37.14,18.94,9.74,0.81,100,60,0,0,0,0,0
2023-08-02 00:40:36.642442832,WQ004378,Mizoram,Rural,River,Winter,8.24,2.48,174.56,5.17,5.81,27.99,71.84,37.17,0.03,10.73,55.86,16.1,1.99,0.35,1000,40,0,0,0,0,0
2023-08-02 01:50:41.722781520,WQ004379,Assam,Rural,River,Monsoon,6.37,5.36,378.49,5.64,6.59,146.14,489.05,6.92,0.75,33.69,118.62,27.51,10.83,1.89,50,40,1,1,1,1,1
2023-08-02 03:00:46.803120208,WQ004380,Tripura,Rural,Stream,Post-Monsoon,7.64,1.28,143.92,6.96,3.45,17.79,41.19,5.98,0.37,46.44,45.8,26.0,5.59,1.61,200,20,0,0,0,0,0
2023-08-02 04:10:51.883458896,WQ004381,Assam,Rural,Hand Pump,Pre-Monsoon,8.76,2.54,602.45,2.42,6.68,6.33,18.09,1.09,0.75,10.61,97.9,30.55,8.93,0.24,100,20,0,0,0,0,0
2023-08-02 05:20:56.963797588,WQ004382,Assam,Rural,Stream,Pre-Monsoon,6.91,21.38,476.46,7.73,6.86,1.07,2.91,5.86,0.08,79.94,56.28,27.56,6.74,1.51,50,60,0,0,0,0,0
2023-08-02 06:31:02.044136276,WQ004383,Nagaland,Urban,Spring,Monsoon,5.0,1.57,269.25,8.82,1.47,99.81,344.39,15.05,0.04,5.0,116.64,29.22,2.46,0.18,100,80,1,1,0,1,1
2023-08-02 07:41:07.124474964,WQ004384,Tripura,Rural,Stream,Monsoon,5.91,4.82,326.63,4.95,1.32,76.34,185.12,2.56,0.94,90.51,95.21,31.04,2.82,0.1,50,60,1,1,0,1,1
2023-08-02 08:51:12.204813656,WQ004385,Arunachal Pradesh,Urban,Stream,Post-Monsoon,7.23,2.68,493.67,4.38,7.49,26.29,67.8,12.23,0.44,5.0,104.46,31.21,1.05,0.06,2000,100,0,0,0,0,0
2023-08-02 10:01:17.285152344,WQ004386,Tripura,Urban,Stream,Winter,6.33,1.17,388.19,11.22,18.0,6.46,19.69,15.17,0.02,99.55,127.56,14.75,15.09,0.69,1000,60,0,0,0,0,0
2023-08-02 11:11:22.365491032,WQ004387,Arunachal Pradesh,Rural,Stream,Pre-Monsoon,6.72,0.56,118.78,7.41,0.5,7.8,23.74,10.73,0.19,60.22,133.9,26.69,15.94,0.83,50,80,0,0,0,0,0
2023-08-02 12:21:27.445829724,WQ004388,Assam,Rural,River,Monsoon,6.36,3.09,373.56,4.32,5.24,68.38,141.38,41.03,0.95,82.34,110.77,26.53,2.59,1.24,500,60,0,0,0,0,0
2023-08-02 13:31:32.526168412,WQ004389,Assam,Rural,Stream,Winter,7.45,5.25,501.96,5.34,0.82,239.9,598.67,6.34,1.24,51.05,15.0,18.16,6.26,0.13,200,100,0,1,1,0,1
2023-08-02 14:41:37.606507100,WQ004390,Assam,Rural,Spring,Pre-Monsoon,6.24,6.36,50.0,8.52,2.55,5.06,11.78,4.04,1.08,20.67,15.0,21.96,18.02,0.12,100,60,0,0,0,0,0
2023-08-02 15:51:42.686845792,WQ004391,Assam,Urban,Hand Pump,Winter,6.53,1.7,369.32,4.87,2.83,99.2,335.21,0.39,0.59,32.33,50.87,20.62,34.71,0.11,500,80,0,0,0,0,0
2023-08-02 17:01:47.767184480,WQ004392,Tripura,Rural,Spring,Winter,8.13,4.91,233.02,4.64,3.13,96.66,308.08,3.12,1.47,32.0,91.16,18.42,5.59,0.05,1000,60,0,0,0,0,0
2023-08-02 18:11:52.847523168,WQ004393,Nagaland,Rural,River,Pre-Monsoon,6.61,0.1,527.45,8.63,6.25,72.98,244.25,13.43,2.09,85.46,82.56,28.41,1.01,0.2,50,40,0,1,0,1,1
2023-08-02 19:21:57.927861860,WQ004394,Assam,Rural,Well,Post-Monsoon,7.58,6.45,286.59,4.35,1.47,26.89,64.08,4.02,0.49,17.18,118.49,23.34,7.32,0.6,200,40,0,0,0,0,0
2023-08-02 20:32:03.008200548,WQ004395,Arunachal Pradesh,Urban,Stream,Post-Monsoon,7.01,0.1,272.21,3.76,5.41,21.58,53.66,4.06,0.27,56.98,144.96,26.88,12.43,0.09,200,20,0,0,0,0,0
2023-08-02 21:42:08.088539236,WQ004396,Mizoram,Rural,Pond,Post-Monsoon,6.98,7.21,465.88,5.21,2.19,7.59,18.74,13.57,0.51,37.32,17.96,23.45,3.09,0.28,200,40,0,0,0,0,0
2023-08-02 22:52:13.168877924,WQ004397,Assam,Rural,Spring,Monsoon,7.19,11.56,224.35,6.52,2.15,4.96,16.0,9.49,0.52,6.32,75.7,21.9,23.41,0.8,100,20,0,0,0,0,0
2023-08-03 00:02:18.249216616,WQ004398,Assam,Rural,Pond,Post-Monsoon,5.51,0.81,361.74,6.13,6.16,22.42,78.31,6.2,0.53,83.29,15.0,24.42,4.19,0.95,200,40,0,0,0,0,0
2023-08-03 01:12:23.329555304,WQ004399,Assam,Rural,River,Monsoon,6.95,1.62,389.36,6.53,4.4,46.25,98.47,0.68,0.14,14.82,87.05,22.23,1.85,0.33,50,60,0,0,0,0,0
2023-08-03 02:22:28.409893992,WQ004400,Assam,Rural,Stream,Post-Monsoon,7.44,0.1,322.84,8.2,1.33,21.75,49.79,1.59,0.05,5.0,66.23,25.33,0.67,0.11,50,40,0,0,0,0,0
2023-08-03 03:32:33.490232684,WQ004401,Assam,Rural,River,Pre-Monsoon,7.68,5.62,167.47,5.93,1.8,14.35,44.68,6.66,0.11,48.78,96.14,23.53,11.38,1.35,200,20,0,0,0,0,0
2023-08-03 04:42:38.570571372,WQ004402,Tripura,Rural,River,Monsoon,6.3,28.75,227.97,4.72,0.5,94.01,225.34,9.78,0.15,65.97,83.7,30.42,4.83,0.05,500,40,1,1,0,1,1
2023-08-03 05:52:43.650910060,WQ004403,Assam,Rural,River,Post-Monsoon,7.0,13.59,331.71,3.02,0.5,2.66,8.0,5.56,0.51,6.55,117.31,27.2,0.78,0.43,50,20,0,0,0,0,0
2023-08-03 07:02:48.731248752,WQ004404,Meghalaya,Rural,Stream,Pre-Monsoon,5.04,5.9,84.83,7.11,1.52,64.66,155.53,2.97,0.43,76.29,15.0,26.86,4.31,0.8,200,40,0,1,0,0,1
2023-08-03 08:12:53.811587440,WQ004405,Arunachal Pradesh,Rural,Stream,Pre-Monsoon,6.46,15.27,361.97,5.28,2.09,1.02,2.8,20.33,1.2,15.21,91.4,24.46,0.08,0.02,50,60,0,0,0,0,0
2023-08-03 09:22:58.891926128,WQ004406,Manipur,Rural,Well,Monsoon,6.74,34.66,313.14,5.9,2.17,180.17,476.99,13.95,0.01,5.0,118.5,30.41,0.93,1.05,50,40,1,1,1,1,1
2023-08-03 10:33:03.972264820,WQ004407,Arunachal Pradesh,Rural,Well,Pre-Monsoon,8.18,8.39,430.12,6.62,13.13,47.94,131.23,25.67,0.04,14.65,15.0,27.0,5.29,0.26,50,20,0,1,0,0,1
2023-08-03 11:43:09.052603508,WQ004408,Assam,Rural,Pond,Monsoon,8.08,7.89,440.94,7.47,1.13,104.25,270.89,27.44,0.36,21.72,67.91,24.54,0.86,0.05,500,80,1,1,0,0,1
2023-08-03 12:53:14.132942196,WQ004409,Meghalaya,Rural,River,Monsoon,6.33,30.72,192.85,8.67,2.33,11.82,28.99,11.72,0.26,74.39,87.79,27.25,4.47,0.6,100,80,0,0,0,0,0
2023-08-03 14:03:19.213280888,WQ004410,Tripura,Rural,River,Monsoon,7.3,8.7,277.29,4.17,2.06,25.85,87.35,5.51,0.42,67.02,145.15,23.88,7.71,0.68,1000,20,0,0,0,0,0
2023-08-03 15:13:24.293619576,WQ004411,Assam,Rural,Hand Pump,Monsoon,6.48,9.03,220.11,8.27,2.39,47.01,100.18,7.11,0.86,19.35,100.01,26.55,7.24,0.32,500,20,1,0,1,0,1
2023-08-03 16:23:29.373958264,WQ004412,Assam,Rural,Hand Pump,Pre-Monsoon,5.71,7.93,276.3,3.15,4.99,50.84,154.25,0.74,0.34,9.86,138.49,27.74,26.25,0.02,100,100,0,0,0,0,0
2023-08-03 17:33:34.454296952,WQ004413,Manipur,Rural,River,Pre-Monsoon,7.48,18.41,314.73,5.61,0.5,8.08,26.15,1.36,0.51,44.83,84.6,24.69,1.55,0.77,100,40,0,1,0,1,1
2023-08-03 18:43:39.534635644,WQ004414,Nagaland,Rural,Spring,Pre-Monsoon,8.47,4.85,506.76,7.62,1.33,63.2,203.1,3.33,0.26,46.52,95.15,31.99,17.06,0.8,200,60,0,0,0,0,0
